id,title,overview
3f24b85d-c2bf-42ea-8c96-deafe05f02df,Tetsuo: The Bullet Man,"An American named Anthony is living and working in Tokyo and married to a Japanese woman. When their son is killed by the same driver who creates the Tetsuos in previous films, he makes the transformation into Tetsuo."
3f24e9a2-9f34-4e00-87c1-51861bf21086,Love in a Puff,"Jimmy is a mild mannered advertising executive in his twenties. While smoking in an alley packed with booming loudmouth co-workers and sharing explicit gossips and horror stories, he befriends a misfit cosmetics salesgirl Cherie who also likes to light up. An awkward romance soon blossoms amidst the anxiety of their nicotine rush. As they become more attached to each other, they also find themselves moving farther away from their regular hot pot pack into their own private alley, where their conversations suggest more emotional depths, covering the collision of reality and delightfully trivial matters of the bizarre people around them."
3f25ecf6-9ab5-4e62-ae20-19017ed459d4,West Of Shanghai,American businessmen and missionaries working in China are captured and held prisoner by a local warlord.
3f27e2fb-ea86-4cb6-931a-741f63d0b14b,The Hunter,"Martin, a mercenary, is sent from Europe by an anonymous biotech company to the Tasmanian wilderness on a hunt for the last Tasmanian tiger."
3f2ba71e-a2aa-41fc-8ed9-829945e33598,Musudan,Some elite troops from South Korea trying to solve an amount of missing and death cases at the border between North- and South Korea.
3f2c5dc3-ba5a-4d85-a168-c0a9998e982e,"Bruce Lee: A Warrior's Journey","Legendary martial artist Bruce Lee is the subject of this thoughtful documentary by Lee aficionado John Little. Using interviews, behind-the-scenes footage and action sequences from Lee's last (unfinished) film, Game of Death, Little paints a textured, complex portrait of the world's most famous action hero"
3f2c711c-ed35-4e36-a2f3-413fc3d84d0c,The Seventh Continent,"Chronicles three years of a middle class family seemingly caught up in their daily routines, only troubled by minor incidents. Behind their apparent calm and repetitive existence however, they are actually planning something sinister."
3f2dc4d0-bc7f-49d8-86f3-af13a573a286,The Rebound,"Sandy, upon discovering her husband's infidelity while watching her son's birthday video, leaves the suburbs and moves into the city. She gets an apartment that's above a coffee house where she befriends one of the workers, Aram, a guy whose wife only married him so she could get a green card. Aram's family thinks he's wasting his life and education by working in the coffee house. Soon after moving into the apartment, Sandy hires Aram to be her nanny while she takes on work for the first time since her children where born. It isn't long when Aram and Sandy find they get along wonderfully and start to date. But the question is: is their relationship real or is it, in fact, just a rebound for both of them?"
3f300d66-a8f6-4e3c-b257-a0bcd1b07eee,Flashback,"A young woman is released from an asylum where she has been since witnessing the murder of her parents, but violence continues to haunt her."
3f3092fe-7eda-4c86-85a3-f622d2845bc7,"Mr. Moto's Gamble","Celebrated as supersleuth, Mr. Moto comes out fighting when a brutal boxing match turns into cold-blooded murder! Assisted by detective-in-training Lee Chan, Moto sets out to track down the killer based on a single ominous clue: a poisoned boxing glove! But when Moto's hunch points to a corrupt gambling syndicate, he's forced to wager his very life to unmask the culprit—or go down for the count...permanently!"
3f317f7e-bade-436c-9cc5-0f6ec3ae3416,"Betty Boop's Museum","Koko is recruiting customers for a 50 cent sightseeing tour of the museum. Betty is Koko's only passenger. Betty gets locked inside by accident. The skeletons from the displays come to life and chase Betty, until she is finally rescued by Bimbo."
3f31ce25-151f-42af-90f1-540136b3505e,Omkara,"Director Vishal Bharadwaj's adaption of the Shakespeare masterpiece ""Othello""."
3f31e5d6-f351-4645-a206-9c1bab5c6091,Kanał,"September, 1944. It's the 56th day of Warsaw's uprising against the Nazis. The third Platoon of the Resistance is down to 43 heroic men and women, and they're penned in. After a last day of fighting, and of good-byes to family, to love making, and to music, a handful of doomed survivors wade into the city's underground sewers in hopes of escape. Their valor is tested a final time."
3f34ac95-3d0e-4be0-a1d2-885f050d3628,Too Much Johnson,"This film was not intended to stand by itself, but was designed as the cinematic aspect of Welles' Mercury Theatre stage presentation of William Gillette's 1894 comedy about a New York playboy who flees from the violent husband of his mistress and borrows the identity of a plantation owner in Cuba who is expecting the arrival of a mail order bride."
3f35c824-4862-458f-aff0-663515876604,Queen of Outer Space,"A mission to Venus discovers the planet inhabited only by women led by their evil Queen Yllana. Yllana had all the men of Venus killed, now that's she met Earth men, she wants them dead, too."
3f37cfa5-5cdf-4358-b3a7-6f83f098deb5,The Celebration,"A grandiose party to celebrate a sixtieth birthday unleashes a family drama with all the lies that conceal horrendous secrets. The eldest son, Christian, stages a showdown with the popular pater familias; his provocative, moving after-dinner speech dislodges all the masks, which finally fall completely as the father-son conflict intensifies and the bewildered guests look on."
3f3813a2-fc9a-430d-a32c-c2e468aad900,The Frogmen,"The new commander of a Navy Underwater Demolition Team--nicknamed ""Frogmen""--must earn the respect of the men in his unit, who are still grieving over the death of their former commander and resentful of the new one."
3f3a2bc0-69ff-4ad9-ae9d-fcec9c35e300,Cornered!,During their nightly poker game a group of lowlifes are terrorized in their own convenience store by a masked killer.
3f3a33df-4b99-41a7-baae-c86a35e43ea8,Grease,"Australian good girl Sandy and greaser Danny fell in love over the summer. But when they unexpectedly discover they're now in the same high school, will they be able to rekindle their romance despite their eccentric friends?"
3f3c21ad-cd18-4e68-a10e-d20053e7a567,"My Boyfriend's Back","Missy McCloud is the most beautiful girl in school and Johnny Dingle has been in love with her for years. One night, Johnny is killed trying to win her over, and soon he comes back from the dead, and wins Missy's heart."
3f3f6ac7-19ae-409a-b11e-8664755fdfaf,Gingerdead Man 2: Passion of the Crust,"The horrifying yet delicious and chewy Gingerdead Man causes murder and mayhem on the set of a horrible low budget movie set. It will take the determination of the studio's young new owner to save both his company and well as the lives of his young new friends. Including a terminally ill young boy whose final wish it was to meet the studios stars - The Tiny Terrors."
3f3f829d-7215-4fbc-b1f7-22fb95b37666,Eternity,The story of the women and relationships that define a family across a century.
3f3ff5ba-4a09-475e-ad9d-0fdb4bf05e15,The Aftermath,"After a lengthy space mission, two astronauts (Steve Barkett and Larry Latham) return to an Earth transformed by nuclear war. As renegade gangs and mutants rule Los Angeles, the astronauts join two pretty women and a couple of kids in a growing resistance movement. This sci-fi adventure follows the men as they battle bell-bottomed biker leader Cutter and his brutal gang."
3f42630a-e5e3-42bc-957f-94dd5d2d6bf0,The Dark Tower,"While working at a circus, a man (Herbert Lom) hypnotizes a trapezist to kill her partner."
3f467b3d-dba3-4887-bc05-1c6d567510d2,Applesauce,"Every Tuesday night, radio talk show host Stevie Bricks invites his listeners to call in and share their stories. When one night he asks people to share the worst thing they’ve ever done, high school teacher Ron Welz can't resist. Big mistake—what he reveals sets off a chain of hilariously uncontrollable events adversely affecting his marriage and another couple. And when someone starts sending him body parts, his life really begins to fall apart. Who is tormenting him? An insolent high school student? His best friend? His wife? There are over eight million people in the Naked City, and everyone's a suspect."
3f492710-e112-4765-be12-3584da70dce8,Maid in Sweden,"Maid in Sweden tells the story of Inga, a 16-year-old Swedish girl who leaves her rural home to spend a weekend in the Swedish capital. An innocent with no experience, but with prodigious physical attributes, she has a series of romantic adventures as she throws off the frustrations of her small-town environment."
3f49d730-751d-459f-a050-866fbee390fd,Blind Date,"A man goes blind when remembering his lost girlfriend, but the doctors can't find anything wrong with his eyes. They fit him with an experimental device which allows him to see with the aid of a computer interface and brain electrodes. Meanwhile, a taxi driver is taking young women up to their apartments, giving them gas, and performing a little fatal amateur surgery on them. Their paths inevitably converge, and the blind man must try to stop the psychopath."
3f4aa609-91fc-497c-9855-848bb6558c70,Round Trip to Heaven,"Since Larry works at a garage, he gets to use one of the Rolls Royces. There is only one problem, there is a briefcase full of money in the trunk. So when Larry and his cousin Steve decide to go to Palm Springs to look for Ms. Right at a popular beauty pageant, the owner of the briefcase will do the impossible to get it back."
3f4f79b1-5de0-45be-91d9-9f82468b5a9f,Gold Diggers of 1933,"Four aspiring musical actresses - Carol, Trixie, Polly and Fay - are struggling to make a living on Broadway in the midst of the Great Depression. When producer Barney Hopkins has the idea of creating a show about the Depression, the girls team up with  newly-discovered songwriter Brad Roberts to make it happen. But Brad is not who he seems."
3f50cc49-8374-4e4f-9415-23483dc7098b,Helios,"Wanted criminal ""Helios"" and his assistant stole a quantity of uranium and plan to produce weapons of mass destruction. They are planning to trade with a terrorist organization in Hong Kong. Chief Inspector Lee Yinming and Inspector Fan Kaming lead the Counter Terrorism Response Unit of the Hong Kong Police Force. Along with a Chinese senior official, a physics professor, and two South Korean weapon experts, they hope to defuse a crisis sufficient to destroy the world."
3f528b8c-e60d-4ef6-8d59-be277645da8d,Half -Life,"An American scientific research facility opens a portal to a hostile alien world, who begin to invade the earth."
3f540115-3aa7-487c-b459-053a2965edda,Sorority House Massacre,"A little girl's brother kills the whole family but her (she escapes by hiding in the basement). He is committed, and she grows up with a new family, eventually going to college, where she joins a sorority. Due to a memory block, she doesn't remember that the sorority house was her childhood house. Her brother senses her presence in the house and escapes so he can finish the job he was unable to complete."
3f564c30-b486-44e6-8063-4bdac0d63ace,Asier ETA biok,"Asier and I grew up in the Basque Country. But one day he disappeared, later I found out he had joined ETA."
3f57b71b-7220-441c-87e9-219fcc8fe1eb,The Case for Christ,"Based on the true story of an award-winning investigative journalist -- and avowed atheist -- who applies his well-honed journalistic and legal skills to disprove the newfound Christian faith of his wife... with unexpected, life-altering results."
3f596a60-abb6-44e0-8629-285e1d5a3d2f,Pauline détective,"After she has been dumped by her boyfriend, Pauline allows her sister to take her to a palace on the Italian Riviera.  Instead of savouring the delights of a carefree existence, Pauline prefers to take on the role of an amateur sleuth, convinced that a crime has been committed in the environs.  She ropes a handsome lifeguard into her investigation..."
3f59a648-4759-4ba2-b6ac-3e2ac6e82195,Blueberry Hill,"In a small town in the 1950s, Ellie Dane loses her musician father, and her mother suddenly turns away from her. She finds solace in wise jazz singer Hattie Cale and learns that she's inherited her dad's skill at the piano. But she also begins to uncover dark truths about her family's past and the reason for her mother's emotional distance. A rich jazz score accompanies this moving drama."
3f5a608d-6db6-4247-bd99-f74a9e473886,Hyena,"Good policing doesn't necessarily mean doing everything by the book. But as the business of crime in London turns to favour the Albanians and Turks, how does a ""good"" policeman survive?"
3f5afcea-d941-4fa9-ab7d-95ddc7875902,The Unjust,"A series of murders holds the nation in its sway and the longer the police fail to catch the murderer, the more the public begins to panic. Choi, a highly successful investigator whose methods have always held him back from promotion, senses that this case might be his last chance to make something of his career. He and his old mentor Jang agree to arrest the next best suspect as the serial killer – whatever it might cost. Just when it looks as if all the dirty tricks, dark deeds and treacherous secret deals are about to be exposed, all the stakeholders find themselves drawn deeper into the morass of questionable morals and open violation of the law. The search for the murderer begins to unite the four men, even though none are particularly interested in finding the culprit."
3f5f187d-683a-4401-ae7d-ed29ff184b1a,Megazone 23 III,"Years after the events of Megazone 23 II, the only city on Earth is the supposedly idyllic Eden. There lives Eiji Takanaka, a B Level hacker who has just been accepted into EX, the organization that controls Eden. However, before his first day on the job, he becomes embroiled in a network war, a legendary figure named EVE, and a plot to re-inhabit the Earth."
3f61f921-af57-41c9-846d-9975936567df,Bandage,"Set in Japan in the early 1990s, there's one rising band called LANDS, that is starting to find success amidst a flood of other bands. Asako and Miharu are two Tokyo high school students. When Miharu gives Asako her favorite indie rock band; a LANDS CD, she becomes an overnight fan and sets her heart on the talented guitarist Yukiya.  LANDS was formed among friends, but as the band begins to climb the ladder towards major stardom, they get in touch with the dark side of the music industry, discord surfaces, inevitable frictions emerge, and unrequited love strains their friendship, threatening to pull their bonds apart."
3f62e366-3bfe-4bf9-82f1-8bc5dfe685df,Love Me If You Dare,"As adults, best friends Julien and Sophie continue the odd game they started as children -- a fearless competition to outdo one another with daring and outrageous stunts. While they often act out to relieve one another's pain, their game might be a way to avoid the fact that they are truly meant for one another."
3f635ee6-e399-4463-8445-b888c9e12e81,Gett: The Trial of Viviane Amsalem,"The trial story of Viviane Amsalem's five year fight to obtain her divorce in front of the only legal authority competent for divorce cases in Israel, the Rabbinical Court."
3f64a808-08d4-45ae-809a-265d666deea6,"My Bestfriend's Girlfriend","Grace is a dancer who comes out of a huge cake in a stag party attended by Evo, who's surprised when he learns later that Grace is the girlfriend of his best friend. When Evo is dumped by his own girlfriend, he hires Grace to pretend to be his new girl to make Ehra jealous, leading to some unexpected complications."
3f65bb50-9cdd-4d3f-8696-e68c1972df11,First Love,"Based on Ivan Turgenev's novella, Erste Liebe is about two young lovers in czarist Russia. One is a 21-year-old woman, the other a young man of sixteen. Things take a tragic turn as the girl (Dominique Sanda as Sanaida) falls in love with the boy's father (Maximilian Schell). This film was nominated for Best Foreign Language Film in 1970's Academy Awards."
3f662947-6fa7-4393-bce8-16cbdbe0bd99,Double Whammy,"Ray Pluto has many problems. He is satirized in the tabloids as the ""loser cop."" His partner is starting to seem suspiciously attracted to him. A pair of screenwriters across the hall keep bugging him for help. The superintendent of his building is stabbed by hoodlums hired by his own rebellious daughter. To top it off, a sexually aggressive chiropractor may just be Ray's undoing."
3f667891-df31-467a-9057-a07430079cbf,The Secret of the Magic Gourd,"The Secret of the Magic Gourd follows the wondrous adventures of a young schoolboy named Wang Bao. When Wang Bao discovers a magical gourd that can instantly grant his every wish, the awkward child suddenly becomes a hero amongst his curious classmates. When the gourd proves more of a burden than a blessing and the boy decides to get rid of it, he quickly discovers that's easier said than done."
3f671d63-e394-47b3-9992-5814ff282e29,Jill Rips,"A tough guy goes undercover on a personal mission of vengeance into the hardcore world of S&amp;M, to find out who's responsible for the death of his brother."
3f680e21-50ea-4ae1-9265-a6ea71eecb79,Flower & Snake,"The wealthy president of a company has built up an unpayable debt to a local crime lord, and to escape punishment he sells his famous dancer wife to the lecherous old man figuring a 90 year old can’t do too much bad with her. Perhaps not, but others can while he watches. She’s put on stage in an underground BDSM sex show and begins a spiraling decent from strongly independent woman to submissive sex slave"
3f684dcb-12f9-411d-a9e2-f67b7bc47b61,The Fearmakers,A Korean War veteran discovers his Washington-based PR firm has been taken over by Communist infiltrators.
3f68e0fe-b205-45d2-9350-4fb7d0cb98ac,The Monsters,The myths of the sixties are satirized in 20 episodes.
3f6930ea-f919-4531-8c1b-0ad2afadc56b,"'R Xmas","A New York drug dealer is kidnapped, and his wife must try to come up with the money and drugs to free him from his abductors before Christmas."
3f696306-98db-48e0-9db7-1346d66c43d1,The Affairs of Anatol,"Socialite Anatol Spencer, finding his relationship with his wife lackluster, goes in search of excitement. After bumping into old flame Emilie, he lets an apartment for her only to find that she cheats on him. He is subsequently robbed, conned, and booted from pillar to post. He decides to return to his wife and discovers her carousing with his best friend Max."
3f6cd997-12a8-4c98-8085-91e8e00786ef,The Phantom Carriage,"It's New Year's Eve. Three drunkards evoke a legend. The legend tells that the last person to die in a year, if he is a great sinner, will have to drive during the whole year the Phantom Chariot, the one that picks up the souls of the dead..."
3f6d04bc-9b62-4d74-a946-56be269bf68d,Rakka,"""Rakka"" is the story of broken humanity following the invasion of a technologically superior alien species. Bleak harrowing and unrelenting, the humans we meet must find enough courage to go on fighting."
3f6dcb0c-9734-4be0-858f-e888e9df051b,Critters 2,"A batch of unhatched critter eggs are mistaken for Easter eggs by the country-folk inhabitants of Grover's Bend and, before long, the ferocious furballs are on the rampage again."
3f70ac8a-2633-42d4-9e80-7912ada99e79,Red River,"Dunson is driving his cattle to Red River when his adopted son, Matthew, turns against him."
3f717245-6f96-4191-8be0-efa0d749ec78,Private Number,"A series of cryptic phone messages and visions haunt a writer while he struggles to finish a novel. As they increase in intensity, he loses his grip on reality, eventually obsessing over an old mystery that will lead to horrific revelations about both him and his loyal wife."
3f719835-3b1d-4fea-b2bf-5dfbb63feedb,Programming The Nation?,"Programming the Nation? takes an encompassing look at the history of subliminal messaging in America. According to many authorities, since the late 1950s subliminal content has been tested and delivered through all forms of mass-media including Hollywood filmmakers Alfred Hitchcock and William Friedkin. Even our modern military has been accused of these practices in the ""war on terror"" against soldiers and civilians both abroad and at home. With eye-opening footage, revealing interviews, humorous anecdotes, and an array of visual effects, the film categorically explores the alleged usage of subliminals in advertising, music, film, television, anti-theft devices, political propaganda, military psychological operations, and advanced weapons development. Director Jeff Warrick makes it his personal mission to determine if these manipulative tactics have succeeded in ""programming the nation?"" Or, if subliminal messaging belongs in the category of what many consider urban legend."
3f731344-0242-4d3a-8d70-b46f71e16da0,Fanny Hill,"Cult filmmaker Russ Meyer takes on directorial duties in Zugsmith s adaptation of the notorious erotic classic Fanny Hill. Set in pre-Victorian London, young Fanny finds herself taken in by a madame at one of the city s most elite brothels. A strange mix of Zugsmith s surreal slapstick and Meyer s trademark buxom beauties and thoughtful satire, Fanny Hill is an over-the-top saga of low-rent thrills in high-brow settings."
3f73f13f-114b-48f2-a2a9-78c3cd735b2d,Hannah Montana: The Movie,"When Miley Stewart (aka pop-star Hannah Montana) gets too caught up in the superstar celebrity lifestyle, her dad decides it's time for a total change of scenery. But sweet nibblets! Miley must trade in all the glitz and glamour of Hollywood for some ol' blue jeans on the family farm in Tennessee, and question if she can be both Miley Stewart and Hannah Montana. With a little help from her friends – and awesome guest stars Taylor Swift, Rascal Flatts and Vanessa Williams – will she figure out whether to choose Hannah or Miley?"
3f76ca2b-fcb9-423a-8e70-bc6751bf49a7,Particle Fever,Physicists are on the cusp of the greatest scientific discovery of all time -- or perhaps their greatest failure.
3f76df49-4cdd-4423-bea4-8869f0d6004d,The Great King,"King Frederick II (aka ""Frederick the Great"") of Prussia is engaged in a major battle against the Austrian army at Kunersdorf, and things aren't going well. The Austrians are inflicting major casualties, and his army is beginning to crumble. Defeat seems inevitable when a combination of events gives him hope that he may pull victory from the jaws of defeat after all"
3f7b7550-d8c6-47ed-a857-1c950ecb5676,Walking the Streets of Moscow,"""I Am Walking Along Moscow"" aka ""Ya Shagayu Po Moskve"" (1963) is a charming lyrical comedy directed by Georgi Daneliya in 1963 that was nominated for Golden Palm at Cannes Film Festival. Daneliya proved that it is possible to create a masterpiece in the most difficult genre of romantic comedy. Made by the team of young and incredibly talented artists that besides Daneliya included writer/poet Gennady Shpalikov, composer Andrei Petrov, and cinematographer Vadim Yusov (who had made four films with Andrei Tarkovski), and the dream cast of the talented actors even in the smaller cameos, ""I Am Walking Along Moscow"" keeps walking victoriously through the decades remaining deservingly one of the best and most beloved Russian comedies and simply one of the best Russian movies ever made. Funny and gentle, dreamy and humorous, romantic and realistic, the film is blessed with the eternal youth and will always take to the walk on the streets of Moscow new generations of the grateful viewers."
3f7d5edd-022f-4472-8884-1e3570c40d40,Listen Up Philip,"Anger rages in Philip as he awaits the publication of his second novel. He feels pushed out of his adopted home city by the constant crowds and noise, a deteriorating relationship with his photographer girlfriend Ashley, and his own indifference to promoting the novel. When Philip's idol Ike Zimmerman offers his isolated summer home as a refuge, he finally gets the peace and quiet to focus on his favorite subject: himself."
3f7d9a9d-c38b-41e9-9f15-47a3b7309562,A Haunted House 2,"Having exorcised the demons of his ex, Malcolm is starting fresh with his new girlfriend and her two children. After moving into their dream home, however, Malcolm is once again plagued by bizarre paranormal events."
3f7feaf8-a57a-45d2-a4f1-17f41bed86bf,Flightplan,"A claustrophobic, Hitchcockian thriller. A bereaved woman and her daughter are flying home from Berlin to America. At 30,000 feet the child vanishes and nobody admits she was ever on that plane."
3f80abd3-82f4-45ef-bc05-293b100855fa,Beauty & the Briefcase,A freelance writer looking for romance sells a story to Cosmopolitan magazine about finding love in the workplace and goes undercover at a Finance Company.
3f80f179-bb80-4086-a026-050b4ca3f296,Barfly,"Downtrodden writer Henry and distressed goddess Wanda aren't exactly husband and wife: they're wedded to their bar stools. But they like each other's company- and Barfly captures their giddy, gin-soaked attempts to make a go of life on the skids."
3f83b2e1-1c51-4178-9eb0-3df084a83697,Lowriders,"A young street artist in East Los Angeles is caught between his father's obsession with lowrider car culture, his ex-felon brother and his need for self-expression."
3f842579-742f-409e-900f-adf864d97066,Gunbuster vs Diebuster Aim for the Top! The GATTAI!! Movie,"This double feature comprises of Gunbuster and Die Buster (aka Gunbuster 2) condensed them into a single theatrical release told in two parts with a musical intermission in between. The first part, Gunbuster the Movie, condenses the six episodes of the original OVA into a 95-minute moviefeaturing a new 5.1 audio remix and a redub by the original Japanese cast. The second part, Die Buster the Movie, mixes large chunks of the second OVA series with a few altered or newly-animated scenes to create a truncated take on Nono's story."
3f8583dd-3910-4ee0-89d9-e73306053b18,The Best of Enemies,"During World War II, a plane full of RAF fighter crashes in the Ethiopian desert and they are met upon by an enemy Italian patrol that allows them to go free. But, when the Brits are given orders to attack the Italians, lots of problems ensue."
3f885d86-e143-4adf-b530-c1703c79e6ff,The Last Journey,"Bob Holt's last journey as a Railway engine driver before his retirement, a journey disturbed by his distress at leaving the Railway, and his suspicions of the relationship between his wife and his fireman. Aboard the train are a pair of pickpockets, a honeymoon couple, a drunk, a temperance pamphleteer and a host of familiar types, all more-or-less bizarre in characteristically English ways. Bob takes an unexpected course of action, and the characters start interacting in varied and unexpected ways. When, at last, the train stops, all has been resolved, but not as might have been expected at the beginning of the journey."
3f8e6d70-02a4-4fea-a6af-c20bfe31133f,I Saw the Devil,"Kyung-chul is a dangerous psychopath who kills for pleasure. He has committed infernal serial murders in diabolic ways that one cannot even imagine and his victims range from young women to even children. The police have chased him for a long time, but were unable to catch him. One day, Joo-yeon, daughter of a retired police chief becomes his prey and is found dead in a horrific state. Her fiance Soo-hyun, a top secret agent, decides to track down the murderer himself. He promises himself that he will do everything in his power to take bloody vengeance against the killer, even if it means that he must become a monster himself to get this monstrous and inhumane killer."
3f8e7ac5-c2d3-4504-8510-c584cf6ffdbc,Lost Embrace,"In Buenos Aires, the twenty and something year old Jewish-Argentinean Ariel Makaroff has left the University of Architecture and spends his time wandering through the downtown gallery where his mother has a lingerie shop and his brother runs an importation business, trying to get his Polish passport and move to Europe. Ariel has never understood why his father left him when he was a baby to fight in the Yom Kippur War in 1973. When his father returns to Buenos Aires, Ariel discovers the reason why his father left his family"
3f8ea5bc-1b1c-4ada-a917-a1ce5a26d7ac,"The Yakuza Papers, Vol. 4: Police Tactics","As Japan gears up for the 1964 Olympic games, the cops start to crack down under pressure from the public and the press, adding a new dimension in the war for power among the yakuza families of Hiroshima. Akira Kobayashi's Takeda tries to keep a lid on things, but hotheaded underlings create chaos, with one boss whacked in neutral territory, and the craven boss, Uchimoto, informing on an assassination attempt by his own minions. While the police round up hundreds of yakuza foot soldiers, Bunta Sugawara's Shozo Hirono plots to finally take out longtime nemesis, boss Yamamori."
3f903993-86d8-40c3-b0a1-87fcb739b3eb,Husband Factor,A traditional Turkish woman tries to find love and is forced by her family members to get married.
3f945d7c-6ffa-4110-927b-a26c36a3e4bc,Stitches,The misadventures of three students in medical school.
3f96b188-57e2-4011-adf4-cf5024852147,The Turin Horse,"In 1889 German philosopher Friedrich Nietzsche witnessed the whipping of a horse while traveling in Turin, Italy. He tossed his arms around the horse's neck to protect it then collapsed to the ground. In less than one month, Nietzsche would be diagnosed with a serious mental illness that would make him bed-ridden and speechless for the next eleven years until his death. But whatever did happen to the horse? This film, which is Tarr's last, follows up this question in a fictionalized story of what occurred. The man who whipped the horse is a rural farmer who makes his living taking on carting jobs into the city with his horse-drawn cart. The horse is old and in very poor health, but does its best to obey its master's commands. The farmer and his daughter must come to the understanding that it will be unable to go on sustaining their livelihoods. The dying of the horse is the foundation of this tragic tale."
3f96fa95-1cd7-4d44-9350-963a214f04ed,Just Jim,"In a small Welsh town where people talk to themselves we meet Jim, a lonely  teenager who is given the chance to increase his popularity when a cool American kid moves in next door.  Written and directed by Craig Roberts, who also plays the lead role."
3f97471a-ef67-4e13-95a2-895865a7dc46,Professor Beware,"Egyptologist, Dean Lambert (Lloyd), accused of car-theft, skips bail and begins a cross-country trek to join a group in New York headed for Egypt. With the police close on his trail he gets in and out of scrapes along the way."
3f99ddbe-5327-4f42-96ea-141a58a1cbf3,The Wrong Man,"US merchant sailor Alex Walker (Kevin Anderson) is stranded in Mexico, penniless and wanted by the police. He meets and joins up with an unlikely couple - ageing but likeable shit Phillip Mills (John Lithgow) and young sexy, frustated wife Missy (Rosanna Arquette). The three develop a curiously inter-dependent relationship. Meanwhile, Police Captain Diaz and Detective Ortega are closing in and the plot circle is closed at Tapachula rail station amidst a stack of mistakes and wrong decisions."
3f9a3eb6-07b4-4f76-80f7-17cd40454219,The Seven-Ups,"A tough detective who is part of an elite New York City unit is trying to find out who killed his partner, but uncovers a plot to kidnap mobsters for money."
3f9ba7ba-e7b0-46ab-8c2e-6d442dde5081,Le Grand Restaurant,"A great French restaurant's owner, Monsieur Septime (Louis de Funès), is thrust into intrigue and crime, when one of his famous guests disappears."
3f9e1d0e-9151-4d02-9be4-985eba0c93ba,Lifeline,"Kai (Leehom Wang) awakens on his Shanghai houseboat––alone. His girlfriend Emma (Olivia Munn) has suddenly disappeared, leaving behind the one thing that could lead to her whereabouts: her smartphone.  Deeply disturbed, Kai seeks to uncover where she went, with whom she's connected, and what she took with her. Is Emma really who she says she is? Or is there something more sinister at play?"
3f9e30c9-254a-46cc-a606-eb513759d72d,"Takeshis'","Beat Takeshi lives the busy and sometimes surreal life of a showbiz celebrity. One day he meets his blond lookalike named Kitano, a shy convenience store cashier, who, still an unknown actor, is waiting for his big break. After their paths cross, Kitano seems to begin hallucinating about becoming Beat."
3f9e8860-1c73-4eab-8903-97c692ee8c70,The Infernal Caldron,The Infernal Boiling Pot is a 1903 silent French fantasy film directed by Georges Méliès. The film shows a green-skinned demon who places a woman and then two courtiers into a burning cauldron.
3f9f3ca8-31ed-4bd1-a822-58a3e9933bd1,Kebab Connection,"In Hamburg, Ibrahim ""Ibo"" Secmez, of Turkish descent, wants to direct the first German kung-fu movie. For now, he makes commercials for his uncle's kebab restaurant. Titzie, an aspiring actress and Ibo's German girlfriend, finds she's pregnant. Ibo is uncertain about fatherhood - compounded by his father's disowning him for getting a German girl pregnant - so Titzie sends him packing. He makes attempts at getting it right, but as the birth approaches, he's still not ready. In the background are three thugs in search of good tripe soup and a Capulet-Montegue feud between the kebab joint and a Greek taverna across the street. Can Ibo be the glove upon that hand?"
3fa1fb83-348f-46d5-80cb-06e73d1dc169,Close to Leo,"When 21 year-old Leo, the oldest of four brothers, announces to his rural French family that he's HIV+, his family quickly rallys around him. Leo travels to Paris with his youngst brother Marcel for treatment. When Leo tries to push his brother away to protect him, the love and loyalty of the two brothers is tested."
3fa2ed14-d02e-4891-90f7-c0c9e5eec83a,Life Is a Trumpet,"Life Is a Trumpet has a loose jazz musician as the groom, a butcher as his father, and two families of different backgrounds whose members are not as different as one might expect."
3fa36c0b-9746-4749-a084-493d51db4a98,Unknown Pleasures,"Three disaffected youths live in Datong in 2001, part of the new ""Birth Control"" generation. Fed on a steady diet of popular culture, both Western and Chinese, the characters of Unknown Pleasures represent a new breed in the People's Republic of China, one detached from reality through the screen of media and the internet."
3fa43e5f-4f4d-422d-9e74-e0ad2ab1c058,"The Green, Green Grass of Home","Da-Nian is a young man from Taipei. He goes to a remote village and works as a substitute teacher. He and Su-Yun, another teacher at the school, fall in love. There are several students in his class who are like the naughty ""three musketeers"", and a sad, silent boy Xiang-Wang, who's parents are divorced. Besides, in order to support the family, Xian-Wang's father kills the fish in the river with electricity, which is against the law and causes a lot of damage to the natural resources. Because of this, Xian-Wang has been teased by other school children. At last, he becomes so upset and runs away from home..."
3fa4406f-9759-4cf6-861e-c3b43061bf5a,Oasis of Fear,"Two young sexually free hippies, Dick (Ray Lovelock) and Ingrid (Ornella Muti) finance their travels by selling naked snaps of Ingrid until their plan is brought to an abrupt end by the Police. Forced on the run the two seek refuge at a seemingly empty isolated large villa. As it turns out the house is inhabited by the middle-aged Barbara (Irene Papas) who invites them in for some potential three-way hanky-panky that soon locks them into something far more twisted and chilling!"
3fa510a4-50dc-4cf2-bb43-0d19f6e920d5,Gia,"Fact-based story of top fashion model Gia Marie Carangi follows her life from a rebel working in her father's diner at age 17 to her death in 1986 at age 26 from AIDS, one of the first women in America whose death was attributed to the disease. In between, she followed a downward spiral of drug abuse and failed relationships."
